Source	GeneSetID	GeneSetName	GeneList	n_Genes
Viral_Infections	Ebolavirus(ZEBOV)_6day_PBMCs_rNAPc2treated	Ebolavirus(ZEBOV)_6day_PBMCs_rNAPc2treated	CACNA1E NRSN1 LOC285692 TULP1 AMD1 DCX CCNYL2 S100G GAS7 STOML3 HCN3 PPIL2 FOXD2 C20ORF181 ZNF683 MARCH10 SPATS1 DKFZP434H168 LOC401913 OR5F1 TNFRSF13C LOC153811 TTTY7 LRRC39 KCNG4 SPATA8 ANKRD33 LOC147004	28
Viral_Infections	Ebolavirus(ZEBOV)_6day_PBMCs_rhAPCtreated	Ebolavirus(ZEBOV)_6day_PBMCs_rhAPCtreated	WDR16 GNG12 NSMAF	3
Viral_Infections	Ebolavirus(ZEBOV)_7day_PBMCs_rNAPc2treated	Ebolavirus(ZEBOV)_7day_PBMCs_rNAPc2treated	CACNA1E MC3R CNDP1 C19ORF45 ANKRD53 ASB14 ZNF683 LOC284561 SPATS1 DKFZP434H168 TTTY7 ANKRD33 LOC147004 KRTAP10-5 LOC401463 SFMBT2	16
Viral_Infections	Enterovirus 71_8Hour	Enterovirus 71_8Hour	NELL2 PDYN OR7A5 GREB1 PCP4L1 LOC100128002 KRT39 HNF4G ACHE TTTY11 CXCR4 METTL18 OCIAD1 LDHA CAPNS1 AP2S1 TACC3 CDC7 FOXM1 ZDHHC15 NME1 PLA2G16 PIM1 CCL2 CRELD2 MARCH1 DNTTIP2 BMS1 NPC2 GYG1 PLA2G7 OPN1SW STAT2 IL6 ADM MRPL17 SP2 GPBP1 MESDC2 WEE1 LRRC1 TPPP SMAD9 FN3K STRA13 NDUFB5 PCM1 WIPI2 ALDH9A1 DPY30 IK PITHD1 SELM EDARADD PELO PHF14 ZFP82 PEX10 ZFAND5 ANP32B SRPRB NDUFA12 UBL5 SDHC MZT2B SNRPG NAA10 EIF3E RPL22 RPL38 PSMG2 PARK7 PAGR1 HSP90AA1 DNER TTC29 KIAA1377 ZC3H15 LMAN2 FAM50A STUB1 G6PC3 MUM1 MRPS2 PCNT SCD FOXK1 NTN1 CR1L HLA-DQB1 IL1F10 S100A2 GAGE12I NXPH3 TRPM6	95
Viral_Infections	HCMV_TB40E_24Hour	HCMV_TB40E_24Hour	TTR INSRR GAGE6 GPR6 NEUROD4 TTTY1 CCL8 DUSP9 PALM2-AKAP2 TBP OPN3 KIF4A CD80 COX11 SLC16A3 USP18 IFI35 ISG15 ISG20 PLSCR1 CXCL10 MT2A MT1H BCL2L14 TARS FUT4 MARK2 MBD5 CCNJ RARRES3 INSL4 TEX264 PERP GSTM1 MEST FERMT2 GABRA3 RPS6KA1 LZTS1 PABPC1 TBC1D17 NT5DC2 BLCAP TMEM248 UBE2Z PRKCZ HIP1 RASAL1 ZNF780B CHRNA5	50
Viral_Infections	HCoV-EMC2012_0Hour	HCoV-EMC2012_0Hour	UGT2A1 LINC00312 SPPL2B SRRM1 SERPINA5 RWDD2A GPR110 MAP3K7 LCMT2 NMRK1 SEC61B QRSL1 HMMR NEK2 GDA ACTR3 DNTTIP2 CMTM3 TPM1 ATP1B3 USP3 KCTD10 NOD1 TNFRSF11A TNFSF10 TRIM38 H3F3C MALAT1 MCL1 SSU72 DDX54 CALCOCO2 RHBDD1 FOXP1 PELI1 C3ORF52 DEGS1 FAM135A RABGAP1L RAB5A PPM1D CLDN1 SUZ12 SFSWAP ANKZF1 FUT8 VTI1B PUM2 CUL4A TM7SF3 PTK2 MAP2K6 MOB3B KIF1C MANBA AASDH STAG2 C12ORF73 KLF5 GLO1 RPS21 COX4I1 MOCS2 UBE4B XRCC5 SLC25A5 BECN1 GLUD1 RFWD2 RILPL2 STYXL1 LRRC18 TMCO3 RRAGA HILPDA APMAP SUPT16H STRA6 CNN2 TBC1D9B WIPF2 GEMIN4 FAM63A DSEL RARRES1 MEPCE ERLEC1 GP6 HLA-DRB1 OR6K2 KDELR2 C4BPA PTPN18 RAP1GDS1	94
Viral_Infections	HCoV-EMC2012_24Hour	HCoV-EMC2012_24Hour	INA RCOR3 BIRC6 OXSM RANBP17 MSANTD4 ZNF845 ZNF79 TIMM23 GTF2A1 UMPS RIOK2 VPS33A MRPL46 VKORC1L1 KIN PPP3CC VCPIP1 MR1 KBTBD8 ZNF131 ZNF419 IDI2-AS1 GNPAT VTI1B SNX13 GSTM1 MBOAT2 SLC25A36 PROSC KLF5 SNAPC5 TRAPPC4 TMEM183A MED20 ZNF622 STARD3NL RFWD2 MKRN2 ATP6AP1L MTMR2 COMMD7 AMZ2P1 ATR TRIM32 SYAP1 CASK PDXDC2P CYP2D6 CEP95 RNF217 PROSER1 LGALSL KCNK6 ZZEF1 ZHX2 GTPBP10 CSPP1	58
Viral_Infections	HHV-8_72Hour	HHV-8_72Hour	FAM43B EXOC3L1 MSX1 PIEZO2 HELZ2 SLC2A12 PLEKHG4 PRC1 AHCYL1 CARHSP1 GNG2 DPY19L1 JAK3 CATSPER2 OVOS2 PLEKHA2 COL1A2 DESI2 CPA5 LUZP1 PARP10 USP18 TRIM14 TRIM69 LMO2 IER3 FAS TACSTD2 MR1 PWWP2A PCDH12 TRIM2 YBEY KIAA1324 SLC46A3 LONRF1 SYF2 GALNT2 RASGRF2 GRP RCAN2 COA3 BBS1 PCSK5 MGST1 TMEM145 UCK1 DHPS PEA15 UPF1 SBF1 DBN1 ARHGEF11 ASMTL ST3GAL3 APLN NR2F6 ACTL8 ABCA4 FLT1 CACHD1 RBM14	62
Viral_Infections	Measles Chicago-1_24Hour	Measles Chicago-1_24Hour	GRM2 GABRG3 ARHGAP33 CCDC57 IGFBP1 MYH6 APBA3 CA7 GRIK1 NFYC FLOT1 FXN CLCN5 M6PR LYPLA1 DPY19L1 FAM120A SEPT6 SKIL ISG15 IFIT3 ISG20 MYD88 FOSL1 IFI27 BTN2A1 MR1 MAP3K13 ARID4B RIF1 TOP1 PRPH IFNA5 AVIL ATP4A SF3B2 COX8A ALDH6A1 RXRA ITPR2 AMHR2 KCNJ6 MXRA8 BCHE SRP9 COX7B RPL41 ACTR2 GTF2A2 ATP5G1 CCT6A MOK ABCA1 FGFR1OP LIMS1 AZU1 TPM2 ABCB9 USP22 SOCS7 MEGF6 CDK18 CAMK1G SLURP1 CHRNB2 MEIS1 CA12 ERBB4 CNOT4	69
Viral_Infections	SARS-BatSRBD_0Hour...202	SARS-BatSRBD_0Hour...202	BRSK1 TFPI CHST4 SCARA3 TMEM177 KIF2A HNRNPK GNAI3 PIGH MLST8 PRR5-ARHGAP8 SAP30 PLRG1 PPARD KLHL5 EIF2AK2 CASP4 BCL3 MORC3 IGFLR1 CCDC94 NAA15 ACOT9 UBA6 GSTO1 FEZ2 HKDC1 ARID5B PTGES PRPF38B ID3 FBXL3 POGLUT1 OCLN CNNM3 DDRGK1 CYBRD1 FH CLYBL PCCB GPR125 TSEN34 METTL8 SFXN4 ZNF551 SLC1A5 COL12A1 MRPL48 ARL1 MXRA7 ASRGL1 HAT1 C11ORF73 IGBP1 MRPL23 RPL28 RAB26 GM2A BLVRB SAC3D1 KIAA0196 OSBPL9 PQLC3 RPP40 PEX11B KLHDC10 CHM ROPN1 LOC389831 UQCRFS1 SULT1A4 CDC14C MAN2C1 ACTR1A XKR8 MRPS2 DUOX1 MIRLET7BHG ITIH4 FBXW5 WASH1 HCG18 DGCR8 WDR6 FUK FAM160A2 TMEM80 PABPN1 SUGP2 ACOT2 EPN3 LINC00623 DGUOK NTHL1 HECW2	95
Viral_Infections	SARS-CoV MA15_Day1	SARS-CoV MA15_Day1	BAI3 GABRA6 FAM136A SAR1B HIST2H2BF ENDOV EFTUD1 HPGDS DFNA5 TNIP3 EIF3A CLEC6A RAB20 GADD45G CSF1 PCDH10 ETF1 HOXD8 TDRD7 IFITM2 MYD88 TNFAIP3 C4ORF32 NADK RNF111 CHD1 SENP5 CHMP1B SAG REC8 INPP5A C11ORF87 ZNF287 CCNDBP1 POLR2B RAB14 PTK2 ZNF322 KLC1 DCTN2 PNPLA6 BPNT1 RASSF6 MECOM MRPL36 PURB RP1 LIN52 ASB15 CTBP1 QPCT ASRGL1 PIGS KRTCAP2 THAP4 AIFM1 CREB3L2 TEX2 SLC1A4 CSRP2BP TTL DNAAF1 CBX1 AP2A2 PACS1 PPP1CA ARHGEF11 ADCK5 SEC31B NFS1 GLS ISOC1 MAGEE1	73
Viral_Infections	SARS-CoV MA15_Day2-C57BL6	SARS-CoV MA15_Day2-C57BL6	C16ORF90 NOL4 ASIP CACNA1S METAP1 TMEM209 EIF4E3 CYBB KHDC1L RPF2 SNAP23 SCARB2 SOCS3 YTHDF3 ADAM28 VLDLR SERPINB4 PRKD3 ATP8A2 BCKDHA KLHL21 EHMT1 GCHFR LYRM7 OSBPL6 FBXO21 ASXL2 SMARCA2 FAM160B1 PIAS1 UBR1 C2ORF49 RPL6 RPS25 THOC7 GOLPH3L TEX2 BBS7 C16ORF45 NUBP1 ABHD4 SLC4A3 TM7SF2 PPFIA3 NHLH1	45
Viral_Infections	SARS-CoV MA15_Day4-TNFRsf1b KO	SARS-CoV MA15_Day4-TNFRsf1b KO	MATK NRD1 LPAR3 EIF1AY TOR2A POP7 TOPBP1 APIP ERI1 PSMC3IP NEK6 RAB7B FANCA CYBB CD177 ZNF593 CKLF IRAK2 IL18BP CXCL16 CEACAM19 AP1G1 CIB2 AKAP5 NIT1 TMEM64 PPA2 ZNF148 ALDH6A1 GPR125 MYO5C FAM103A1 SYNM PMM1 SIRT2 GOLGA4 THRB WWC2 HTATIP2 PIGS ACAT1 C5 IQCA1 PIGQ ZMYM2 RING1 GTF3C1 C2CD2 GSTK1 XPOT FAM199X ADK	52
Viral_Infections	SARS-CoV_72Hour...134	SARS-CoV_72Hour...134	HLA-DQB2 F12 METTL23 ENOSF1 NUP88 MRPS15 ZDHHC24 AK2 TPST2 WHAMM C5ORF56 PIGL FOS HES1 AP1G1 RC3H2 ZCCHC8 EXOC8 ZNF419 SLC11A2 NAA16 ALG11 EMC7 WBP1 OSBPL6 CCDC91 AKAP6 DCTN2 FAM168B HNRNPH3 ZNF2 ACYP2 ICAM3 CMTM4 PRSS12 KTN1 NBAS BRD8 AKR7A3 LOC642852 ATR KLHL3 TYW1 DNAJC3-AS1 CERS6 MFSD6L LOC727916 C17ORF59 HSPG2 TRMT1 PEX14 LOC93622	52
Viral_Infections	SARS-dORF6_12Hour...349	SARS-dORF6_12Hour...349	UTS2R ZNF562 ZNF283 CLDND2 KIF2A ELMOD2 MGAT2 MORC3 KIAA1033 KCNK1 ZNHIT6 CREB1 NFX1 SART3 SLC25A23 RB1CC1 TDRD3 CUL4A SPAST HACE1 ZHX3 ZC3H11A PHF14 NEMF FXR1 NDUFS8 NPAT ZNF420 BECN1 UQCRFS1 CTNNBIP1 SNHG12 MAMDC4 DDX11 EPB41L1 GLRX5 MIR600HG SMAP2 FAM76A YY1 PKP4 PRPF4B ZNF689 PRR13	44
Viral_Infections	SARS-dORF6_24Hour...195	SARS-dORF6_24Hour...195	RCOR3 MIS18BP1 MBOAT1 TBC1D1 LY75 SEC22B UCHL5 RSC1A1 RQCD1 GPCPD1 LBX1 PHKB MYO5C EIF3F KLHDC2 KIF16B ANGEL2 AUTS2 NUDCD2 SH3BGRL2 NUCKS1 UBE2E3 PQLC3 ATP2B4 RTCA BCOR ZNF554 FAM50A ZDHHC7 PIGQ PKNOX1 CORO7	32
Viral_Infections	SARS-dORF6_48Hour...185	SARS-dORF6_48Hour...185	GGN ZNF579 GDAP1 RBM28 TMEM39B GUSB DDX27 GMNN TIMM23 BTBD10 USP14 CAST MTHFR ATG12 GMFB TNPO1 YTHDF1 ZC3HAV1 PPRC1 WHAMM IER2 YRDC TBCC TRIM44 ILF3 TCEB3 ETV6 TEAD3 TRAF3IP2 SBDS CREBBP MAU2 DERL1 UBE2I VTI1B IFT20 MDH1 SH3BGRL YWHAQ KIAA1244 MAPRE1 PCMT1 RAN VPS35 CHP1 BOLA1 PRKAR1A TRAF3IP1 LPGAT1 LRRC57 LOC100133050 EGLN1 VAMP3 RHBDL2 TCP10L TEX261 RBM15B IP6K2 SNAP47 MST1 PDXDC2P GOLGA8A HCN3 TJAP1 RELL2 UBE2Z ZXDC CAMK2G PARP6 BSDC1 PRPF40B KLHL26 C19ORF52 TRIM11 ZCCHC14 CRAMP1L LIN37 ATG4D ZNRF1 GDF11 LEMD2 PAFAH1B1 TOP1MT NREP SFXN2	85
Viral_Infections	SARS-dORF6_72Hour...135	SARS-dORF6_72Hour...135	LPAR3 FLCN ZNF79 KIF2A RDH11 MCM8 LAPTM4A LEPROTL1 CCT3 RNF115 RAC1 BAALC ZNF281 PARP12 PPP1R15A NFKB2 HES1 YRDC RIOK3 CEBPG SLX1A POLR3D ITPKC DHX36 CDV3 CBR3-AS1 DEDD CAPN3 CDYL CSRNP2 HIVEP1 ZBTB43 SLC25A32 ZNF544 CCDC91 BCKDHB ZNF280D ELOVL5 METTL15 PFDN5 RPS6P6 RPL14 RPL34 RPL31 TMEM33 FLYWCH2 BANF1 DET1 CTNND1 WWOX NUBPL UACA IL20RA PRMT2 CBX1 CCNY LURAP1 LETMD1 HES4 CHKB ALG2 CCDC93 WDR73 APBA1 CHFR CASP9 RPA1 TP53TG3 NSUN4 FEM1A ZBTB11 MET	72
Viral_Infections	SARS-dORF6_84Hour...137	SARS-dORF6_84Hour...137	HOTTIP NEU1 ARFGAP3 MAPKAPK2 SLC35B4 MIS12 HINT3 TOR1AIP2 NME1 AIDA MITD1 DPY19L1 TWISTNB SYCP2 BCL3 ASH1L-AS1 UBE2F C9ORF89 ZBTB17 SPRYD4 SYNGR2 FOXK2 NLGN2 RAB43 C17ORF62 CWC25 OFD1 PIGW PAPD5 DIMT1 C12ORF45 POGLUT1 CCDC142 DERL1 ZNF720 LYRM7 NIN VTI1B IFT20 SEPHS1 RAB6A NDFIP2 H3F3A MBOAT2 C19ORF68 SLC35D1 BOD1 PTCD3 DNAJC27 CSRP2 PURB PPFIBP1 ALG10 PIGK SKP1 CHCHD1 SEPT2 GALNT1 RNF2 CAPRIN1 DHFRL1 EPB41L4A-AS1 MRPS9 PRSS12 NAAA MAP7D3 PTBP3 PIBF1 DNAAF2 ARL2BP KCMF1 AMFR CDS2 UACA PARS2 ATXN7L3B KRT10 GUF1 DNAJC3-AS1 CBX1 GET4 ANAPC4 TRIM4 ATG16L2 NEAT1 TRMT44 CYP2D6 CLN3 GK5 ZNF276 TMEM80 ZFYVE20 FDPS TRERF1 EGF HOMEZ CDC42EP5 FEM1A LONRF3	99
Viral_Infections	cSARS Bat SRBD_0Hour	cSARS Bat SRBD_0Hour	TSPEAR SST SETMAR ZMIZ1 GNG3 KIF2C ASB13 MAGOH MORC2-AS1 RLIM GALNT5 FERMT1 SLC19A2 SMAD7 GIT2 ABCA6 PAX6 AP5M1 HIGD1A PPP2R5C NAA30 LOC100131929 C1ORF213 LYPD2 THAP7-AS1 METTL3 KANSL1 GATS TECPR2 ACTR6 STK3 DMRTC2	32
Viral_Infections	hMPV_24Hour	hMPV_24Hour	SECISBP2 BICC1 NEDD9 MAGEA6 TM4SF18 PLP2 EIF2AK1 ZWINT SNW1 EDEM1 OGFR CMPK2 DNAJB11 PDIA4 C19ORF10 POMP RANBP1 CTSS IRF1 TRIM21 DDX60 SP110 IRF7 IFI35 ISG15 IRF9 NMI TDRD7 TAP1 PSME2 PNPT1 HLA-F CXCL10 TNFAIP3 RBCK1 PLAUR PPRC1 TRIM22 SP100 TRIM38 MT2A CEBPG SLC18B1 PIGW DNAJB9 GADD45A SPRY2 GPBP1 NR4A2 SQRDL LIFR CHMP5 TXNDC15 SLC46A3 ZNF12 ALG6 LRIG3 RPS6KC1 TDP2 ASAP1 RPL37 EIF2A DLEU1 UBE2E3 TUBA4A C1ORF213 KDM5B SULT2B1 WIPI1 CCDC73 DUSP14 PTTG1	72
Viral_Infections	hMPV_72Hour	hMPV_72Hour	RNMT SAMD9L CEBPB CEBPG PSMD12 RSRC2 XBP1 GADD45A USP28 HIAT1 MSANTD3 NDFIP1 WRB KLHL36 HNRNPA1 EIF2A CALML4 GCLM KDM5B GNA12 ZNF655 METTL21B	22
Viral_Infections	icSARA deltaORF6_48Hour	icSARA deltaORF6_48Hour	FGF19 ADM2 LRIT1 UCHL1 SLC19A1 TSSC1 INPP5J HYI C9ORF40 KIF18A CRELD2 EIF1AD BNIP2 STARD4 EFNB2 GPRC5A PHF20 C7ORF55 RAD9B SCP2 TMEM163 GALNT4 ANG MBTD1 SLC30A7 MCCC2 WNK2 UFSP2 TSTD1 UBXN8 ENTPD4 KANK1 C11ORF63 RSPH3 PCDHGA8 GABPA PLEKHG3 GEMIN4 CDPF1 UBAP2 WIPI1 CPA3 TRIM66 ADORA3 SH2B2 RHOB CAPZA3 LGALS7 RBM39	49
Viral_Infections	icSARS CoV_12Hour...321	icSARS CoV_12Hour...321	TSPY3 LGALS14 PPBPP2 LARS MRPS10 PAX9 RBM22 LOC100131150 SLITRK4 ATRX GOLGA2 LCA5L GOLGA1 C7ORF49 OPN1LW LOC645984	16
Viral_Infections	icSARS CoV_3Hour	icSARS CoV_3Hour	ANK2 GAB3 TGFB3 CECR3 MUC19 LOC100507053 ZNF365 HIST1H4B DDX19A TMEM154 SLC22A15 LDHC RFX6 CCDC182 ZNF681 RBMX2 KIFC1 ALDH1B1 SLFN13 AOAH ALDH1L2 GTF2F2 NOL10 WHSC1L1 POU2F2 SFXN5 CCDC59 GTPBP2 NFKBIA INHBA KRT80 PUS1 PTGES USP15 ANAPC10 ITGB1BP2 ABHD14B GGCX TMEM35 AGBL3 IPO13 AMACR ATP5O SNX25 IKBIP C11ORF52 NFIC CELSR1 USP8 IPO11 PSTK NEMF UFL1 TPST1 RAB12 OTX1 TMOD3 PPHLN1 CTBP1 LTBP2 UQCR11 GTF3C6 GNB2L1 MRPL12 ZNF484 NAAA ZNF584 AKR7A2 DAPK1 ZNF721 MED13L LMLN HHLA2 PELP1 PRRC2A TNNI2 NEURL2 CLK2 CARD10 ARHGAP24 LCORL PKD1L3 C11ORF53 DPF3 MYL9 ALX4 DCN ZNF597 HLA-DRA RBL1 DNAJC5 IGSF23 STK32A CNIH2 OR4C16 SLC15A5 KRT16P3 HAPLN3 SRSF10	99
Viral_Infections	icSARS CoV_72Hour...15	icSARS CoV_72Hour...15	KRT75 ZDBF2 HIF3A TFAP2D F12 CASP14 FAM151B NGF POU2F3 CSN1S1 RFC2 BIRC5 KIF18A C19ORF25 CCDC88B AFP EID3 PAK2 CYP19A1 GCKR XAF1 PRKRIP1 ALG3 SAV1 SLC25A12 PTGER3 KCTD2 TMEM163 GNAQ BBS10 UBE2E2 REXO2 GTF2I TLN2 AKAP7 USP47 C2ORF70 AR NIPAL1 SLC10A2 PTGDS TBC1D7 UQCRB POLD2 WARS2 PTGES3 PPT1 HBP1 PTPLAD1 PHTF2 SOCS4 TBC1D17 MGAT4B SLC20A2 NDUFS2 ABHD15 ATP6V0C EPN1 PFAS CACNB1 DHCR24 YY1 UGT1A8 TCN1 NXPH1 SIT1 HLA-DRB4 HLA-DMA SSX4 ENHO C10ORF62 LOC100287166	72
