,GO,Genes,Gene_Count,Term_Description
1572,GO:0005813,AUNIP NPM1 CEP162 NEK6 ALMS1 CETN2 RPGR DYNLL2 UBR4 LHCGR TSG101 CCDC77 TUBGCP4 TAPT1 ARL2BP AJUBA TACC2 SASS6 CDK5RAP2 CEP43 KLHL4 SSX2IP YPEL5 PPP1R42 CTSC DCAF12 IFT57 MAMLD1 LATS1 IFT56 E2F1 DENND1C TESK1 CHEK1 GPR174 PCGF5 ENKD1 GIT1 ACTR1B LUZP1 RAPGEF6 KIF2C RGS14 EPS8L2 CHD3 HDAC6 AK5 CFAP58 EMD PDZD2 CHD4 CEP128 CABCOCO1 KATNB1 PSMB5 ACADS KIFC1 CCDC18 CCDC124 CCND2 CDK5RAP3 HMBOX1 HSPA1A RNF19A MAD1L1 ZBED1 CEP104 CCNJ CDK1 SLC18A2 PRKACA IFT46 CCP110 BICDL1 SPMIP4 MKKS MLLT11 FLCN CALM2 LZTS2 IRAG2 HAUS8 AURKB CEP57 SEPTIN1 UXT HEPACAM2 PPP4C TTLL5 SKI BOD1L2 SKP1 IFT88 PSEN1 STEEP1 BCL2L1 JTB CDH23 CDC14A IFT140 ITGB1BP1 CCDC8 PCNA TPGS2 MARCKS BICD2 HK2 CCDC116 EVI5 CEP57L1 TTLL12 CEP164 CCDC28B AURKC C2CD5 CEP120 MDM1 CKAP2L RASSF7 ATF4 GEN1 TTC12 ERCC6L2 PRKAR1A PSEN2 RILPL1 UVRAG RAB11FIP4 DYNLRB1 KRT18 TTC39A DYNC1LI1 SORBS1 FANCE LRWD1 MAP10 PAFAH1B1 MTUS1 CCDC85B CCDC112 EFHC1 CSTPP1 HNMT RAD51D CIR1 KIAA0586 LCA5 EYA3 DPF2 PLAG1 RRP7A TUBG1 PDCD6IP CUL7 RIC8B CCNO DZIP1 DCTN3 RAB11FIP5 FEZ1 HAUS4 CFAP184 DYNLRB2 MECP2 DCDC2 NDC80 KIF3A ESPL1 TRIP4 DRD4 TTC8 AK6 PTK2 ARL2 FBF1 SLF1 CYLD DCTN5 LRRC49 CEP83 HSF1 SKA3 KIF23 KLHL12 B9D2 LRIF1 CDC16 DDX11 RGCC GSK3B BUB1B CCDC15 SLAIN2 CDC45 ZFYVE19 FBXL13 SNCG MAPK1 HAP1 NEK8 CD2AP FAM161A DZANK1 MARK4 VPS4A HOOK1 CHODL CLIC5 RAB11FIP3 HASPIN CEP68 MAGI2 CCDC38 PSMA1 CDC14B DDHD2 EYS PRKCB KIF15 RAD18 CCNB1 CSNK1D PLK1 RASSF1 NIN HOXB4 TTC28 RANBP1 TUBGCP6 TMUB1 RBBP6 NME7 BBS5 RAB8A PPP4R3B CAMSAP3 RRAGD RBM39 POC1A KIF3B GNAI3 KIF24 RABL2B MDH1 CCNF USH1G MZT2B CEP44 IFT25 FRMD8 DBH WDR13 CNTLN WDR90 DYRK3 TENT5C C2CD3 CD86 MPP1 CDKL5 HAUS2 FLII CCNA2 PLK3 FRY TNKS2 SPDL1 STAP1 ASPM TPGS1 CEP72 NFE2L2 DNAI1 CCDC13 ARL3 CYTH4 TRAT1 SKA1 RPS7 PLEKHA7 ZNF322 NDRG1 KEAP1 TRIOBP NCKAP5L RAB3IP NPHP4 KHDC3L CKAP5 PRKAR2A USP2 HYLS1 CSNK1A1 LCK CAPN7 CCND3 PROCR RUVBL1 KIAA0753 TXNDC9 CCNJL SPATC1L ALS2 CDC42BPG PDE4B MKS1 HAUS1 DYNLT2B TUBG2 PKHD1 MCM3 TSEN2 UBXN2B PXK CDC20 STIL MCPH1 ATP6V1D RPP25 PAX2 ANKRD26 EXOC4 STOX1 NAA11 UBN1 ZFYVE26 GNAI1 NUDCD2 BOD1 SPATC1 PCM1 MISP MAP1S FAM110C FAM184A SDCCAG8 ENTR1 CLIC4 IFT27 HMMR CEP78 DISC1 CCT8 BBS7 CNTRL ORC2 TRIM43 FAM110A FBXW11 RTTN KIF18A ZNF12 IFT80 KLHL22 UNC119 H2AX PACSIN2 AURKA PLEKHG6 DYNC2I2 DTX4 CENPU SSNA1 ATP6V0D1 CIB1 VPS37A TOPBP1 CEP135 ZBED6 SLC16A1 RELB PRKCQ CCDC141 MIB1 CCDC92 BRSK2 CNTROB YES1 CAMSAP2 CFAP96 PAK1 KIF2A TUBE1 TTC19 CTNNB1 CCNB2 TACC3 NR3C1 IFT74 CLIP1 WDR62 TAF1D AXIN2 CEP295NL HARBI1 PKN2 G6PD MID1 PPP1R12A MAK SCYL1 HAUS7 RPGRIP1L ACTR8 FIGN DLGAP5 TBC1D31 AKNA SIRT2 MAPKAPK2 MAPRE1 DDX3X EXOC7 ROCK2 SPAST KIF25 NLRC3 IFT20 BICD1 MPHOSPH9 CFAP263 MYOF IL1RN NUBP2 GPAA1 BCAS2 TNKS ACTR1A CDK6 CETN3 LIMK2 DYNC1I2 TCP1 NDE1 KNSTRN TUBGCP2 CEP41 PHF1 CCT5 MZT1 RASSF10 CENATAC KIF2B CROCC KAT2A BLOC1S2 USP33 KIF13A NINL TAP1 ODF2L ITGB6 TRAPPC14 TUBGCP3 NDN TBCCD1 APC CCDC57 RILPL2 CCNE2 RAPSN MTUS2 CEP170 FNIP2 CEP295 RAB6C NEDD1 NUDT21 ITSN2 NUBP1 POLR3H BBS2 FSD1 CAPRIN2 PTPN20 CAMK2B TCEA2 OBSL1 CDC42 CEP76 CEP350 ARFGEF2 CEP97 CDKL2 HOOK2 IFT22 BBS4 CCDC88C IQCB1 PBOV1 KIFC3 YTHDF2 PODXL DNAAF4 SAXO1 AKAP9 SLC1A4 RLBP1 IL4R TACC1 LRRCC1 BBS9 WDR35 AHI1 PRKAR2B DYNLL1 PLK4 RUVBL2 NUP93 GPSM2 PLK2 AAAS PPP2R5A ALDOB TGIF2 PRKACB CEP20 CDC27 CENPF SPPL2B MAP2K1 LEO1 CTAG2 HAUS6 CCDC22 ARHGEF10 CEP112 CEP70 MAP3K11 PIBF1 LATS2 MZT2A CCNA1 SFR1 TRAF3IP1 CCDC187 ALPK1 B9D1 CUL3 MVB12A CEP152 OFD1 CCNB3 MFAP1 KIAA1217 BCCIP HNRNPU ZMYND10 ATM PJA2 DYNC2I1 ERC1 SNAP29 CCDC66 CEP131 PCNT CEP85L CALM1 KATNAL1 UBXN6 CCND1 ANKS1B CCT4 RABL6 CLUAP1 CEP290 DYSF JADE1 CEP95 DHX9 CSPP1 LRRC45 CEP89 NEIL1 CEP126 SLMAP KIF20B CEP192 NUP62 DYNC1H1 DYNC1LI2 FLOT1 POC1B POC5 KIFAP3 STX1B BRCA2 VPS4B RAB23 WRN WRAP73 KIZ PARP3 PSKH1 SPAG9 TRAF5 SPOUT1 DCTN6 CDK2 DTL BBS1 NSFL1C NR0B1 CLASP1 KAT2B CEP63 SPAG5 CRMP1 CTNNBL1 NDEL1 TMEM63A CKAP2 HAUS3 CLASP2 PROSER3 CCNE1 RABEP2 ECPAS ZNF365 DYNC2LI1 BIRC7 AKAP11 USP20 KMT2E IVL TBCD PPP2R3C KIF5B HOOK3 OLA1 SPICE1 DCTN2 RAP1GAP2 MPLKIP HIPK1 MMS19 GLE1 CEP250 CCDC14 APEX1 RAD51 ANKRD7 XRCC2 CCNP IFT43 DIAPH1 PPP4R3A CEP85 PCLAF SCLT1 CENPJ BRSK1 PDE4D NAA40 SNX10 HAUS5 HORMAD2 NEK9 IFT81 BIRC6 CETN1 NEK2 CALM3 SMAD4 TMEM67 UPF3B PDE4DIP TTC23L IFT52 ARHGEF7 PPP1R35 PIK3R5 ECT2 CCDC61 SMAD7 ODF2 NEK7 MASTL CCSAP NIT2 RTRAF CTDP1 NFS1 SGO1 DCTN1 TEK PPP4R2 RABGAP1 CC2D1A CCDC88A SERINC5 CDC25B RITA1 HSPA1B CSAG1 CEP55 CCDC88B DCTN4 TEX9 TCHP C10orf90 DCAF13 NUMA1 GNAI2 DCLRE1B NEK1 ABRAXAS2 TUBGCP5 DIS3L TP53 KATNA1 FAM110B NLRC5 EEF1AKMT3 RAB11A ATF5 ILRUN FBXL7 CCDC81 CEP19 IST1 PARD6A,722,centrosome
1573,GO:1990062,URI1 PDRG1 PFDN6 DNAAF10 RUVBL1 UXT PIH1D1 PFDN2 RUVBL2 RPAP3 POLR2E,11,RPAP3/R2TP/prefoldin-like complex
1574,GO:0000139,OTOF MGAT4D GCNT1 RHEB CLN3 MALL TMEM115 CHST2 RAB33B ZDHHC18 SEC22B IFNGR2 SLC30A8 SCYL3 SYBU CHST15 B4GALNT2 STX5 ATP6AP1 ST8SIA3 GALNT9 GALNT11 GPR108 GALNT12 SORL1 TMEM165 BSG ARF3 RHOU GBP5 MARCHF4 LARGE1 VAPA NAA60 HLA-DQA2 SNAPIN DYNAP GNPNAT1 LPCAT1 STX12 SCARB2 EMP2 HLA-DRB1 SCAMP5 GALNT3 RAB39A GABARAPL2 GBP1 IL17RD B4GALT1 AP3D1 VAC14 SVIP ASAP1 SYT4 SLC30A10 B4GALT2 ST6GALNAC6 ATP6V0A2 PSENEN YIF1A CHST9 HEPACAM2 CD1E ICA1 CREB3L3 GALNT16 BET1L B3GNT9 GOLGA1 RAB41 AP1S2 PARM1 RAB30 TMEM59L PSEN1 PLPP3 RNF121 RGP1 ZDHHC2 PDGFD CHST10 SH3GL2 AP1S3 HAS2 EXT1 VPS45 MGAT4C SMPD4 TNFRSF1A B3GNT2 GPR89A STK24 B4GAT1 ABO INPP5E SLC30A7 PLCE1 GFY HLA-F B3GALT6 HLA-DQB1 PMEPA1 PLD3 HS3ST3B1 TRAPPC3 PSEN2 SLC35A1 LMAN2 SACM1L HS3ST2 PTGES2 FUT7 GBP2 VPS13B USP32 ATP6V1F BLZF1 PDCD10 ATP6V1A ZDHHC17 B3GNT4 MGAT4B HLA-A MAN1A2 GOLGA5 RNASEK CHST6 FKTN SGMS2 ABCA5 GORASP2 TAPBP SLC10A7 UGCG CSGALNACT2 GALNT13 ABCA7 RAB11FIP5 STEAP4 BET1 GBP3 ABCA12 GBP4 CNIH1 FUT4 CAV1 CAV2 RAB6A ABCB6 RNF125 XYLT1 ZDHHC4 RNF24 RHBDD2 RAB2B TMED7 TMEM167B CSGALNACT1 USO1 SLC9A7 RFFL GALNT17 FOLR1 COPZ2 TRAF3IP3 APH1A DSEL CREB3 TMED3 ST3GAL2 GPER1 NOTCH3 ATP2C2 ABCA6 KDELR1 MYMX HLA-DRB4 MAN2A1 TMEM59 RFNG GOLPH3L SURF4 ST3GAL6 B2M HLA-DPB1 CFP SCFD1 TPST1 PLEKHA3 CHST12 GIMAP1 FUT1 ST8SIA5 FTCD B4GALNT1 LMAN2L COPE RAB11FIP3 HS6ST1 PGAP4 SLC30A5 PIKFYVE GALNT18 GOLGA4 GLCE MOSPD1 KRAS C1GALT1C1 TMED10 ST8SIA6 MYMK CYTH3 SLC35B4 COG5 AGPAT3 ST6GALNAC1 RAB2A GJA1 GALNT5 SLC35D2 A4GNT LMTK3 WSCD1 IRGM TLR9 RAB8A RIC1 LLGL1 ST8SIA1 NCSTN PXYLP1 APOO ST6GALNAC5 ST3GAL5 COG7 GNAI3 GAD2 TMEM167A MYO18A OPTN AP1S1 CLSTN2 SLC35B2 SREBF2 CYTH1 ATP2C1 ZDHHC20 ARF1 ARMH3 OSBP RIC3 SLC35A3 HS3ST6 ST8SIA4 EXT2 HLA-DQB2 LYSMD3 TNKS2 GNPTG GOLGA3 RAB1A MANEA AP1M1 FKRP FAM20B ARL3 GALNT4 ITM2B PI4K2A CYTH4 ARHGAP32 ENTPD4 FUT11 EEF1AKMT4-ECE2 MGAT5 SLC2A1 RASGRP1 RHOD NRAS FUT9 HS3ST4 HLA-G FNDC3A MARCHF9 SLC35C1 GBF1 DBNL STX10 IHH GALNT1 MANEAL ZDHHC19 SEC23A B4GALT3 RAB36 HPD FAM20C RAB26 KDELR3 SH3GLB1 ATP6V1D CASD1 GOLGA2 INS RAB21 UNC93B1 MR1 CLCN5 RAB33A GALNT10 HUWE1 AGTRAP ROCK1 YKT6 CABP1 IFT27 HLA-C GALNT7 GPSM1 CHSY3 PRKCI MGAT1 DENND5A GASK1B GALNT2 ARFIP1 GOLGA7B XYLT2 ATL1 PDGFB MAN1C1 DOP1A ZDHHC13 TMED2 ZDHHC7 TLR3 SLC50A1 GALNTL6 PLD1 ZDHHC8 LST1 LITAF SYS1 CLSTN1 WSCD2 B4GALT7 HLA-DRB5 WIPI1 RER1 RAB1B TMEM87B ATP6V0B MAN1A1 LALBA COG2 IGF2R NOTCH2 PROS1 ARL1 PAQR3 ST6GALNAC4 ATG9B GOLT1A MMD2 PLEKHA8 CD74 HYAL2 HACE1 GBA2 CYTH2 COPG2 RHO CORO7 GALNT8 DIPK2A STX6 DNM2 COG8 FUT3 ST6GALNAC3 RTN3 A4GALT ATG9A LRRK2 RRAS2 FUT6 ARFGEF1 LMAN1 LYSET MBTPS2 TRIM23 ARFGAP2 IFT20 MPHOSPH9 MBTPS1 GOSR1 PGAP3 EGFR TNKS NOTCH1 ST6GAL2 CHP1 PKD1 ST6GAL1 RAB12 CHST1 RAB10 ACBD3 HLA-DRB3 B3GALT5 SEC16B FUT2 PI4KB TMEM132A KIF13A RAB14 CRACR2A CD55 PGAP2 UBIAD1 ATF6 HRAS GCC1 NAPEPLD COG4 ZDHHC3 VTI1A GALNT6 ZDHHC22 CHST5 HID1 TRAPPC4 FUT10 CDC42 RAB9A ADAM10 TMF1 FZD5 COG1 COPZ1 ARFGEF2 TBC1D20 SLC33A1 TPTE2 DOP1B NDFIP1 PI4K2B UNC50 HAS3 STX18 STX16 NIPAL1 RHBDF1 EBAG9 ARFGAP1 TMEM50B FUT5 C6orf89 CLCC1 ARF4 NDST2 CAV3 ARRB1 PLA2G4A MARCHF2 COPG1 PITPNB SLC35B3 ATP8A2 TAPBPL COPB1 CHST7 MGAT4A GORASP1 CHST4 SPRING1 SCAP RNF175 MAN2A2 NDFIP2 ZDHHC21 CHPF2 GNPTAB B3GALT2 ENTPD6 RAB6B SPPL2B CBFA2T3 ATF6B AP1B1 ACER3 PDGFA MTOR APH1B WHAMM ST3GAL3 LDLRAD4 TPST2 MARCHF8 NDST1 HS6ST2 KPNA2 SMPD3 ATP6AP2 RXYLT1 CLCN3 GLIPR2 TLCD3B B4GALT5 DHH UST TMED9 FIG4 FURIN PJA2 MGAT3 NCAM1 B3GAT2 SLC26A9 ERC1 SCOC CHPT1 AP1G2 SNAP29 MGAT2 ST6GALNAC2 NOSIP B4GALT4 ACER2 HS3ST5 ST3GAL1 YIF1B GCNT7 B4GALT6 ADAM17 PKMYT1 B3GALT4 HLA-DQA1 ASAH2 MAP4K2 CD59 GOLGA7 SEC16A NDST4 SREBF1 BCAP31 HLA-E NMNAT2 ZDHHC11 NDST3 FUT8 GRM6 LMAN1L B3GALNT2 AP1M2 B3GNT6 NOS3 SLC9A8 STING1 ECE2 DRD2 B3GALT1 TLR8 MGAT5B AP1G1 SLC35A5 ARFGAP3 ATP6V1H ST3GAL4 CAMK1G LFNG SGMS1 RND3 TMEM87A HLA-DRA GALNT15 COPB2 GOPC SHH GAL3ST1 TMED7-TICAM2 DSE GLG1 ST8SIA2 B3GNT8 SLC39A13 SLC35A2 CHPF GOLPH3 WLS MMGT1 LARGE2 IL15RA CHST3 GCNT3 KIAA0319L HLA-B GALNT14 SLC16A13 PCSK7 ARHGAP21 MFNG PYCARD HS3ST3A1 RAP1GAP QPCTL B3GNT3 SLC35A4 COPA ARCN1 ERGIC1 B3GAT3 CHST14 HLA-DPA1 POMGNT1 GOSR2 CHSY1 CHST8 CREB3L4 CHST11 ZDHHC15 GBGT1 NOTCH4 ATP6V0C ZDHHC23 GPR89B CSPG5 TLR7 HS2ST1 GOLGB1 TMCO1 TMEM130 DHCR24 LPCAT2 ATP7B C1GALT1 GOLT1B TMBIM4 COG3 POC1B-GALNT4 ZDHHC5 PDGFC MAPK8IP3 ABCG1 B3GNT7 RTN1 STEAP2 YIPF6 CLSTN3 COG6 TRIP11 SERINC3 LEPROT B3GNT5 SCARA3 QSOX1 GOLIM4 ABCB11 VAMP4 CHST13 RAB11A GABARAP NLRP3 B3GALNT1 HHAT B3GAT1 GCNT2 ZDHHC9 KDELR2 ZDHHC12,671,Golgi membrane
1575,GO:0070721,STAT2 STAT1 IRF9,3,ISGF3 complex
1576,GO:0072487,KAT8 MSL2 MSL1 MSL3,4,MSL complex
1577,GO:0030956,GATB GATC QRSL1,3,glutamyl-tRNA(Gln) amidotransferase complex
1578,GO:0036019,AP2A2 TLR7 TPCN1 TPCN2 AP2B1 HRG CTSL SLC15A4 TLR9 TLR8 LGMN CTSB CTSK ATG16L1 LDLR SMPD1 CLTA ABCB6 AP2S1 PRKCD RNF167 AP2A1 CTSS CLEC16A TASL AP2M1 PCSK9 CLTC TLR3,29,endolysosome
1579,GO:0030893,SMC3 RAD21L1 REC8 SMC1B SMC1A RAD21 STAG3,7,meiotic cohesin complex
1580,GO:0002080,ATP8B3 CD46 SPACA3 EQTN PLA1A FAM170B SPACA1 SERPINA5 TMEM225 TMEM95 PCSK4 TRIP11 CAV1 CAV2 IZUMO1 RAB6A SPACA6 TEKT3 TMEM190 BSG DCST1 TEX101 DCST2 VPS13B MFGE8 FLOT2 CCDC136 ACRBP HYAL3 ZPBP RND2 CFAP65,32,acrosomal membrane
1581,GO:0032280,NLGN3 NLGN4Y NTSR1 SLC4A8 NLGN4X ARFGEF2 PENK SEPTIN11 CHRM2 NLGN2 IQSEC3,11,symmetric synapse
1582,GO:0150001,MAP1A MAP2,2,primary dendrite
1583,GO:0016602,NFYB ING2 NFYA CEBPZ NFYC,5,CCAAT-binding factor complex
1584,GO:0071007,PLRG1 SNRPA1 SNRNP40 XAB2 PPIE PPIL1 BUD31 SNRPB2 CRNKL1 SNRPG SNRPD3 SYF2 SNRPB AQR CDC40 CWC15 PRPF19 BCAS2 PRPF8 RBM22 SNRPD2 SNRPE EFTUD2 SNRPF SRRM2 CDC5L SNRPD1 CWC22 DHX8 SNW1,30,U2-type catalytic step 2 spliceosome
1585,GO:0032040,EXOSC10 RPS19 XRCC5 RPS19BP1 WDR36 UTP15 DHX37 RPS8 UTP14C HEATR1 RPS27A UTP20 PRKDC PWP2 UTP3 RPS7 UTP4 UTP14A DIMT1 RPS24 RPS6 IMP4 MPHOSPH10 FBL RRP7A PNO1 RPS11 RPS28 UTP18 NOC4L C1orf131 RRP9 KRR1 NGDN NOL6 RPS14 WDR43 TBL3 WDR46 RPS9 NOP14 DCAF13 RPS16 UTP6 NOL7 FCF1 RPS17 DNTTIP2 RPS3A RPS13 BMS1 RCL1 PDCD11 NOL10 WDR75 EMG1 RPS5 NOP58 NAT10 RPS23 NOP56 UTP23 RPS12 IMP3 UTP25 SNU13 RPS27 RPS15A WDR3 UTP11 AATF RPS4X,72,small-subunit processome
1586,GO:0043196,BIN1 DAGLA MAP1B UCN CRHBP CRH TNFRSF1B CD40 UCN3,9,varicosity
1587,GO:0005965,CHURC1-FNTB FNTA FNTB,3,protein farnesyltransferase complex
1588,GO:0005635,RANGAP1 ADRA1B CETN2 DUX4 NUP214 TMEM168 NPAP1 UTP18 NOC4L PARP1 SEPHS1 HABP4 SIGMAR1 DNAJB14 GAPDH GCHFR HACD3 ZMPSTE24 SORL1 MATR3 PRICKLE2 SLC22A3 AK9 VAPA NUP58 MYORG PLRG1 SPDYA ELAVL4 INTS1 EMD DHX37 OTULINL CEP128 GHRHR XPO7 BNIP3L CCND2 DNASE1 SMAD1 ITPR3 RGPD8 RAC2 LRRC59 CMTM3 EIF5A MINDY3 ZBED1 MAD1L1 ADRA1A CSE1L TAF3 RBMX2 GHDC NUP50 THAP7 PLPP6 MAD2L1 CHMP7 UBXN4 TYRO3 CALR3 CDK4 IRAG2 NPC1 TOR4A AKAP6 WTAP PARP8 DPY19L3 BRAP ZC3HC1 NUP85 TMPO PSEN1 BCL2L1 CCNI NUP188 TENT4A PHF11 TOR3A FANCL TMEM43 LMO7 ANKRD17 RTEL1 SMPD4 BICD2 SIRT1 PHF20 SUMO1 SUN2 TNPO3 LBR CHMP2B LEMD3 CBX5 TMEM18 UBE2I PTGDS CHMP4B CEMIP PSEN2 SENP1 RAB40B LPIN1 TEX2 NLRP6 BCL2L10 GCOM1 INTS2 SCRN1 RNF103-CHMP3 PAFAH1B1 CACYBP TOR1AIP2 NXT2 PRKCZ CUEDC2 TERB1 DST CHMP4C ITPR1 AKIRIN1 LRPPRC PARP11 RGS7 KCNH1 TXLNG LMNTD1 NUP98 ABL1 RGPD3 DPY19L1 IPO7 FAM209A FAM209B ENY2 C12orf43 NUTF2 RANBP3 DCTN5 KPNA3 TMC8 NUP160 TMEM147 GPER1 PRNP TOR1AIP1 ITPRIP PTGS2 TOR1B MTDH PGRMC2 TMEM176B FZR1 PLPP7 NRM SURF4 SUN5 SYNE2 CENPV RTN4 TRAPPC2 CLMN VPS4A NUP88 DNAJB12 MLIP SNUPN MVP UGT2B28 DTX2 ERBIN MYO6 AGPAT3 BIN1 MAD2L1BP NUP42 CHMP1B GUCY2D BNIP1 XPO4 RANBP1 TRA2B AGFG1 RBM15B TMEM276 DMPK TRPC7 OSBPL3 IPO5 PRICKLE1 POLR2M VRK2 GNAQ ZFTRAF1 BCL2 MTMR6 TERB2 DISP3 ALG14 BNIP3 TNKS2 RANBP2 OSBPL6 PARP6 PLCB1 MGST2 CHMP3 KLK6 TNRC18 OIT3 RANBP17 CHMP6 EPHA3 IPO9 SYNE4 TUBB NEMP2 NELL1 XPOT OSBPL7 CHMP4A CALR CANX MRPS23 PCM1 HAX1 TMC6 INPP4A RGPD1 GABRB1 NUP153 CYBB FBXW11 FAF1 NUP54 LEMD2 BCHE SYNE3 PARP16 DPY19L2 QRICH2 RBM15 BROX CNEP1R1 NUP133 CC2D1B HPN PUM2 STAU2 PCYT1A SCGB1A1 OSBPL8 MFSD10 SPIN1 POM121L2 MGST3 TMEM120B NUP107 ACKR2 PAK1 IGF2R XPO1 INSR NXF1 IPO8 SHISA5 GOLT1A NRXN1 BANF1 DNAJB2 AQP1 TM7SF2 NUP62CL FAM156A MPL PRKG2 NUDT9 ALOX5AP GRK5 TOR2A SPAST ATRAID CBX3 TMEM53 RETSAT MCM3AP RAE1 MYOF GTPBP4 SH3BGRL2 NUP37 ITSN1 EGFR MACO1 TNKS PLAAT3 CETN3 SORT1 MNS1 INTS5 SPATA46 CLIC1 TMEM97 RRM1 DUSP2 GNAZ IFFO1 TMEM170A TMEM276-ZFTRAF1 RGPD2 MRGPRF ATF6 SEC13 KPNA1 SDCBP TMEM38B NAPEPLD ATP11B LTC4S CEPT1 NDC1 CASC3 ERN1 NUP210 SLC52A3 ALOX5 SCAI KASH5 RNF180 SLC16A3 CLCA2 POMZP3 TBC1D20 EPC1 MX2 ATP5MF UNC50 SLC22A18 RTCB KLHDC2 PHF8 CLCC1 RNF13 FAM156B PLA2G4A RNF6 GATA6 KCNJ11 CHMP5 ITGB4 MYZAP KPNB1 FAM169A NUP93 AAAS TNMD TMEM33 BNIP2 ANXA11 AMBP STX1A S100A6 H2BW1 NEMP1 CENPF CHMP2A SYNE1 EDNRB MRPS14 MX1 MTOR MAPK3 KPNA2 RRP12 DHCR7 NPIPA2 PAK5 BRIP1 BOK SENP2 RAN HTATIP2 TRIM27 RGPD4 NUCB2 CCAR1 NUP155 SULT1E1 NLRP10 DHRS2 CEP131 RGPD5 CCND1 RANBP3L TPR NSMF GTF3C3 EI24 YEATS4 RNF123 AGPAT5 KPNA4 SREBF1 RIF1 ROGDI MTMR8 POLA1 BAX NPIPA1 RNF43 LMNB1 NUP62 SMOX DNAJC1 NUP35 QSOX2 VPS4B AHCTF1 CDK2 DTL TREX1 PTGES APEH GCH1 ATP1B4 SMAD3 NUP43 DPY19L4 MLX GPX4 ZNF224 NUP205 SUN3 APP ABCF1 ZBTB1 IL15RA ANXA4 HOXA7 RAP1GAP2 POM121 GLE1 EBP FXR1 NXT1 CDH5 WDFY3 TMEM201 MAJIN GUCY2F NOS1AP PLAAT1 CREB3L4 RGPD6 C9orf72 ARL6IP6 TMEM120A TMX4 CPTP ATP2A3 LYPLA1 DNAJC2 IFI27 LMNB2 PCID2 CHMP1A IPO11 ZNF383 TMEM38A NR4A1 NUP210L DCTN1 NUDT1 NAV3 AEN SLC30A1 PTGER3 CPNE1 PLA2G4C SUN1 CTDNEP1 DDX19B SEH1L ENO1 SPAG4 MTA1 TOR1A LMNA RB1CC1 WDR3 IST1 TMEM109,495,nuclear envelope
1589,GO:1990111,PSMA8 PSMB8 PSME4 PSMB9 PSMB10,5,spermatoproteasome complex
1590,GO:0089701,SF1 U2AF1 LOC102724594 U2AF1L4 ZRSR2 U2AF2,6,U2AF complex
